1,Hà Nội,2022-11-20,08:25,23,Bầu trời quang đãng,23,30,0.83,10.0,12.96,20,0.0,Kém
2,Hà Giang,2022-11-20,08:25,21,Mây đen u ám,21,27,0.98,10.0,2.27,21,0.0,Khá
3,Cao Bằng,2022-11-20,08:25,20,Mây đen u ám,20,29,0.95,10.0,2.16,20,0.0,Kém
4,Bắc Kạn,2022-11-20,08:25,21,Mây đen u ám,20,29,0.97,10.0,2.74,20,0.0,Kém
5,Tuyên Quang,2022-11-20,08:25,22,Mây đen u ám,20,29,0.96,10.0,2.95,22,0.0,Khá
6,Lào Cai,2022-11-20,08:25,23,Mây đen u ám,22,28,0.97,10.0,1.76,22,0.0,Tốt
7,Điện Biên,2022-11-20,08:25,21,Mây đen u ám,18,31,0.97,10.0,3.46,21,0.64,Tốt
8,Lai Châu,2022-11-20,08:25,22,Mây cụm,19,29,0.92,10.0,1.4,21,0.54,Tốt
9,Sơn La,2022-11-20,08:25,21,Mây đen u ám,17,27,0.89,10.0,4.68,19,0.0,Khá
10,Yên Bái,2022-11-20,08:25,23,Mây đen u ám,21,29,0.9,10.0,3.06,22,0.0,Khá
11,Hoà Bình,2022-11-20,08:25,24,Mây đen u ám,21,29,0.83,10.0,2.59,21,0.0,Kém
12,Thái Nguyên,2022-11-20,08:25,23,Mây đen u ám,21,30,0.84,10.0,4.93,20,0.0,Kém
13,Lạng Sơn,2022-11-20,08:25,21,Mây đen u ám,19,28,0.85,10.0,6.12,18,0.51,Kém
14,Quảng Ninh,2022-11-20,08:25,24,Mây đen u ám,21,28,0.79,10.0,3.74,20,1.09,Kém
15,Bắc Giang,2022-11-20,08:25,23,Mây đen u ám,22,30,0.73,10.0,11.02,18,0.0,Kém
16,Phú Thọ,2022-11-20,08:25,24,Mây đen u ám,21,30,0.82,10.0,6.73,21,0.69,Trung bình
17,Vĩnh Phúc,2022-11-20,08:25,23,Mây đen u ám,22,30,0.8,10.0,6.73,19,0.0,Kém
18,Bắc Ninh,2022-11-20,08:25,23,Mây đen u ám,22,30,0.73,10.0,10.62,18,0.89,Kém
19,Hải Dương,2022-11-20,08:25,26,Mây đen u ám,22,31,0.72,10.0,7.7,20,0.99,Kém
20,Hải Phòng,2022-11-20,08:25,25,Mây cụm,22,30,0.78,10.0,3.71,21,1.04,Kém
21,Hưng Yên,2022-11-20,08:25,25,Mây đen u ám,23,30,0.74,10.0,7.56,20,0.0,Rất kém
22,Thái Bình,2022-11-20,08:25,25,Mây đen u ám,24,29,0.74,10.0,14.4,20,0.0,Rất kém
23,Hà Nam,2022-11-20,08:25,25,Mây đen u ám,22,30,0.75,10.0,6.98,20,0.0,Rất kém
24,Nam Định,2022-11-20,08:25,25,Mây đen u ám,23,30,0.75,10.0,11.09,20,1.0,Rất kém
25,Ninh Bình,2022-11-20,08:25,25,Mây đen u ám,23,29,0.77,10.0,12.31,20,0.9,Rất kém
26,Thanh Hóa,2022-11-20,08:25,25,Mây đen u ám,22,28,0.81,10.0,10.08,21,0.82,Rất kém
27,Nghệ An,2022-11-20,08:25,24,Mây đen u ám,23,27,0.85,10.0,12.24,22,0.0,Rất kém
28,Hà Tĩnh,2022-11-20,08:25,25,Mây đen u ám,23,26,0.86,10.0,11.77,22,0.0,Rất kém
29,Quảng Bình,2022-11-20,08:25,25,Mây đen u ám,24,27,0.86,10.0,10.19,23,0.0,Trung bình
30,Quảng Trị,2022-11-20,08:25,25,Mây đen u ám,22,26,0.88,5.24,17.03,23,0.0,Khá
31,Thừa Thiên Huế,2022-11-20,08:25,27,Mây rải rác,23,27,0.89,10.0,24.08,25,1.22,Trung bình
32,Đà Nẵng,2022-11-20,08:25,27,Mây cụm,24,27,0.83,8.0,20.38,24,1.46,Trung bình
33,Quảng Nam,2022-11-20,08:25,25,Mây đen u ám,23,26,0.91,5.02,11.88,23,0.47,Kém
34,Quảng Ngãi,2022-11-20,08:25,23,Mây đen u ám,22,27,0.95,4.48,5.29,23,0.61,Khá
35,Bình Định,2022-11-20,08:25,25,Mây đen u ám,23,27,0.88,10.0,17.17,23,0.21,Tốt
36,Phú Yên,2022-11-20,08:25,24,Mưa vừa,24,26,0.92,10.0,11.99,22,0.0,Tốt
37,Khánh Hòa,2022-11-20,08:25,24,Mưa cường độ nặng,22,26,0.96,1.95,17.64,24,0.09,Tốt
38,Ninh Thuận,2022-11-20,08:25,22,Mưa cường độ nặng,22,26,0.98,7.36,9.83,22,0.0,Tốt
39,Bình Thuận,2022-11-20,08:25,23,Mưa cường độ nặng,23,29,0.94,10.0,6.91,22,0.0,Tốt
40,Kon Tum,2022-11-20,08:25,21,Mây đen u ám,19,27,0.96,10.0,2.66,20,0.0,Tốt
41,Gia Lai,2022-11-20,08:25,20,Mây đen u ám,19,26,0.96,10.0,7.09,20,0.0,Tốt
42,Đắk Lắk,2022-11-20,08:25,20,Mây đen u ám,19,26,0.96,10.0,10.04,19,0.0,Tốt
43,Đắk Nông,2022-11-20,08:25,20,Mây đen u ám,19,26,0.96,10.0,10.04,19,0.0,Tốt
44,Lâm Đồng,2022-11-20,08:25,18,Mưa vừa,18,25,0.99,6.8,4.64,18,0.0,Tốt
45,Bình Phước,2022-11-20,08:25,22,Mưa vừa,21,24,0.94,10.0,8.68,21,0.0,Tốt
46,Tây Ninh,2022-11-20,08:25,24,Mưa vừa,22,25,0.88,10.0,15.98,22,0.49,Tốt
47,Bình Dương,2022-11-20,08:25,23,Mưa vừa,22,25,0.89,10.0,15.01,21,0.49,Tốt
48,Đồng Nai,2022-11-20,08:25,25,Mưa vừa,22,25,0.91,10.0,8.78,23,0.55,Tốt
49,Bà Rịa - Vũng Tàu,2022-11-20,08:25,23,Mưa nhẹ,22,27,0.96,6.39,3.13,22,0.21,Tốt
50,Hồ Chí Minh,2022-11-20,08:25,25,Mưa vừa,22,25,0.94,5.0,3.71,24,0.0,Tốt
51,Long An,2022-11-20,08:25,24,Mưa cường độ nặng,22,25,0.91,10.0,12.06,22,0.39,Tốt
52,Tiền Giang,2022-11-20,08:25,24,Mưa nhẹ,22,25,0.91,10.0,9.22,22,0.0,Tốt
53,Bến Tre,2022-11-20,08:25,24,Mưa cường độ nặng,22,25,0.94,10.0,7.6,22,0.72,Khá
54,Trà Vinh,2022-11-20,08:25,24,Mưa cường độ nặng,22,25,0.91,10.0,12.85,22,0.88,Tốt
55,Vĩnh Long,2022-11-20,08:25,25,Mưa cường độ nặng,22,26,0.88,10.0,12.96,23,0.0,Tốt
56,Đồng Tháp,2022-11-20,08:25,25,Mưa cường độ nặng,23,26,0.86,10.0,16.24,22,0.78,Tốt
57,An Giang,2022-11-20,08:25,25,Mưa cường độ nặng,23,26,0.86,10.0,17.53,22,0.43,Tốt
58,Kiên Giang,2022-11-20,08:25,24,Mưa vừa,23,28,0.88,10.0,19.4,22,0.0,Tốt
59,Cần Thơ,2022-11-20,08:25,25,Mưa cường độ nặng,23,28,0.88,10.0,13.18,23,0.76,Tốt
60,Hậu Giang,2022-11-20,08:25,25,Mưa cường độ nặng,23,28,0.89,10.0,15.84,23,0.49,Khá
61,Sóc Trăng,2022-11-20,08:25,24,Mưa cường độ nặng,23,26,0.91,10.0,12.17,22,0.76,Khá
62,Bạc Liêu,2022-11-20,08:25,24,Mưa vừa,23,28,0.9,10.0,14.9,22,0.8,Khá
63,Cà Mau,2022-11-20,08:25,24,Mưa vừa,22,28,0.9,10.0,9.76,22,0.0,Tốt
